texture,drainage,moisture,organic_matter,compaction,water_retention,color,texture_code,drainage_code,moisture_code,om_code,compaction_code,retention_code,color_code,ph
sandy,good,moderate,high,loose,moderate,red,0,0,1,2,0,1,5,5.45
loamy,poor,moderate,low,loose,low,pale/white,2,2,1,0,0,0,0,7.03
loamy,good,moderate,moderate,loose,high,dark brown,2,0,1,1,0,2,3,6.39
clay-loam,good,wet,low,loose,moderate,red,4,0,2,0,0,1,5,7.18
loamy,moderate,dry,moderate,loose,moderate,black/dark,2,1,0,1,0,1,4,6.73
clay-loam,good,dry,high,moderate,low,black/dark,4,0,0,2,1,0,4,6.72
clay-loam,good,wet,moderate,compacted,moderate,dark brown,4,0,2,1,2,1,3,6.33
loamy,moderate,dry,moderate,compacted,low,dark brown,2,1,0,1,2,0,3,6.21
sandy,moderate,moderate,low,compacted,low,pale/white,0,1,1,0,2,0,0,6.42
sandy-loam,good,moderate,low,compacted,moderate,yellow/tan,1,0,1,0,2,1,1,6.09
silty,poor,wet,high,moderate,low,dark brown,3,2,2,2,1,0,3,5.4
loamy,poor,moderate,low,moderate,moderate,red,2,2,1,0,1,1,5,6.06
silty,moderate,dry,high,compacted,high,red,3,1,0,2,2,2,5,5.9
loamy,moderate,moderate,moderate,loose,low,dark brown,2,1,1,1,0,0,3,6.53
sandy,moderate,dry,moderate,loose,low,brown,0,1,0,1,0,0,2,6.17
clay-loam,poor,moderate,high,loose,high,pale/white,4,2,1,2,0,2,0,6.2
silty,good,wet,high,moderate,low,yellow/tan,3,0,2,2,1,0,1,5.87
loamy,poor,moderate,low,compacted,high,brown,2,2,1,0,2,2,2,5.66
sandy-loam,good,dry,moderate,loose,low,red,1,0,0,1,0,0,5,6.28
clay,good,moderate,high,moderate,moderate,pale/white,5,0,1,2,1,1,0,6.8
loamy,good,dry,low,moderate,high,red,2,0,0,0,1,2,5,6.29
clay,moderate,moderate,moderate,loose,moderate,brown,5,1,1,1,0,1,2,6.67
sandy-loam,poor,dry,high,moderate,high,black/dark,1,2,0,2,1,2,4,5.32
silty,poor,moderate,moderate,loose,high,brown,3,2,1,1,0,2,2,6.55
sandy-loam,good,dry,low,compacted,moderate,brown,1,0,0,0,2,1,2,5.8
sandy,good,dry,high,compacted,high,dark brown,0,0,0,2,2,2,3,6.08
clay-loam,moderate,wet,low,moderate,low,pale/white,4,1,2,0,1,0,0,7.32
sandy,poor,dry,low,compacted,high,yellow/tan,0,2,0,0,2,2,1,5.84
clay,poor,wet,high,loose,high,black/dark,5,2,2,2,0,2,4,6.41
clay-loam,poor,dry,low,loose,moderate,brown,4,2,0,0,0,1,2,6.37
sandy,good,wet,moderate,moderate,low,black/dark,0,0,2,1,1,0,4,6.01
sandy-loam,moderate,moderate,low,compacted,low,yellow/tan,1,1,1,0,2,0,1,6.13
clay,poor,dry,high,loose,low,brown,5,2,0,2,0,0,2,6.67
silty,moderate,wet,moderate,loose,high,black/dark,3,1,2,1,0,2,4,6.11
sandy-loam,moderate,wet,high,moderate,high,yellow/tan,1,1,2,2,1,2,1,6.13
clay,good,moderate,high,moderate,low,pale/white,5,0,1,2,1,0,0,7.58
silty,poor,dry,high,moderate,moderate,pale/white,3,2,0,2,1,1,0,6.55
sandy-loam,poor,moderate,low,loose,high,brown,1,2,1,0,0,2,2,5.8
sandy-loam,good,moderate,moderate,compacted,low,black/dark,1,0,1,1,2,0,4,6.07
clay,poor,moderate,low,loose,high,dark brown,5,2,1,0,0,2,3,6.63
silty,moderate,wet,moderate,compacted,low,black/dark,3,1,2,1,2,0,4,6.49
silty,good,wet,moderate,compacted,high,brown,3,0,2,1,2,2,2,6.4
sandy,good,moderate,low,loose,high,red,0,0,1,0,0,2,5,5.87
loamy,poor,moderate,low,moderate,moderate,pale/white,2,2,1,0,1,1,0,6.31
loamy,moderate,wet,moderate,loose,moderate,dark brown,2,1,2,1,0,1,3,6.54
sandy-loam,moderate,dry,high,moderate,low,dark brown,1,1,0,2,1,0,3,5.54
clay-loam,good,dry,high,moderate,moderate,black/dark,4,0,0,2,1,1,4,6.01
loamy,good,moderate,moderate,moderate,high,pale/white,2,0,1,1,1,2,0,6.91
silty,moderate,dry,high,loose,low,brown,3,1,0,2,0,0,2,6.45
clay-loam,good,wet,low,compacted,high,pale/white,4,0,2,0,2,2,0,7.68
sandy,good,dry,moderate,loose,low,red,0,0,0,1,0,0,5,6.07
loamy,good,moderate,high,moderate,high,red,2,0,1,2,1,2,5,6.4
loamy,poor,dry,moderate,loose,low,yellow/tan,2,2,0,1,0,0,1,6.46
clay-loam,poor,wet,low,compacted,high,black/dark,4,2,2,0,2,2,4,6.15
sandy-loam,moderate,wet,moderate,compacted,low,brown,1,1,2,1,2,0,2,5.76
clay-loam,poor,moderate,low,loose,moderate,red,4,2,1,0,0,1,5,5.99
silty,moderate,moderate,high,loose,low,brown,3,1,1,2,0,0,2,6.67
sandy,good,moderate,high,compacted,moderate,pale/white,0,0,1,2,2,1,0,5.95
clay-loam,good,wet,moderate,moderate,moderate,red,4,0,2,1,1,1,5,6.57
clay-loam,moderate,dry,low,moderate,low,red,4,1,0,0,1,0,5,6.36
loamy,good,dry,moderate,compacted,moderate,yellow/tan,2,0,0,1,2,1,1,6.69
sandy-loam,good,dry,moderate,compacted,moderate,black/dark,1,0,0,1,2,1,4,6.0
sandy,good,wet,moderate,moderate,high,brown,0,0,2,1,1,2,2,5.92
clay,moderate,wet,low,loose,high,yellow/tan,5,1,2,0,0,2,1,7.21
silty,poor,wet,low,loose,low,black/dark,3,2,2,0,0,0,4,6.64
sandy,poor,wet,high,compacted,moderate,brown,0,2,2,2,2,1,2,5.25
clay,moderate,dry,moderate,loose,high,black/dark,5,1,0,1,0,2,4,7.12
clay,good,wet,moderate,moderate,high,pale/white,5,0,2,1,1,2,0,7.37
loamy,good,moderate,high,compacted,moderate,dark brown,2,0,1,2,2,1,3,5.96
silty,poor,dry,moderate,compacted,low,pale/white,3,2,0,1,2,0,0,6.65
sandy,poor,moderate,low,moderate,high,black/dark,0,2,1,0,1,2,4,5.57
clay,poor,moderate,high,loose,high,dark brown,5,2,1,2,0,2,3,6.28
silty,poor,dry,low,moderate,moderate,pale/white,3,2,0,0,1,1,0,6.19
silty,moderate,wet,low,loose,low,black/dark,3,1,2,0,0,0,4,6.4
loamy,moderate,dry,moderate,loose,low,yellow/tan,2,1,0,1,0,0,1,6.3
clay-loam,moderate,moderate,moderate,loose,high,red,4,1,1,1,0,2,5,6.58
sandy,good,moderate,low,loose,low,black/dark,0,0,1,0,0,0,4,5.91
loamy,good,dry,moderate,loose,moderate,dark brown,2,0,0,1,0,1,3,6.84
clay-loam,poor,dry,low,loose,moderate,dark brown,4,2,0,0,0,1,3,6.38
sandy,good,moderate,moderate,loose,low,black/dark,0,0,1,1,0,0,4,5.4
sandy-loam,good,wet,low,moderate,high,red,1,0,2,0,1,2,5,6.11
clay-loam,poor,wet,moderate,loose,low,red,4,2,2,1,0,0,5,5.79
clay-loam,moderate,wet,high,moderate,moderate,yellow/tan,4,1,2,2,1,1,1,6.52
silty,poor,dry,moderate,compacted,moderate,dark brown,3,2,0,1,2,1,3,5.71
silty,poor,dry,high,compacted,moderate,brown,3,2,0,2,2,1,2,6.29
sandy-loam,good,moderate,high,compacted,low,yellow/tan,1,0,1,2,2,0,1,5.6
clay-loam,poor,dry,high,compacted,low,pale/white,4,2,0,2,2,0,0,6.14
loamy,poor,dry,high,loose,low,dark brown,2,2,0,2,0,0,3,6.13
clay-loam,good,wet,high,loose,low,red,4,0,2,2,0,0,5,6.13
clay,good,dry,low,moderate,low,red,5,0,0,0,1,0,5,6.6
loamy,poor,dry,moderate,moderate,low,black/dark,2,2,0,1,1,0,4,6.18
clay,moderate,dry,moderate,compacted,moderate,pale/white,5,1,0,1,2,1,0,7.75
clay,poor,moderate,high,compacted,high,dark brown,5,2,1,2,2,2,3,6.07
sandy-loam,moderate,dry,low,moderate,low,black/dark,1,1,0,0,1,0,4,6.27
sandy-loam,good,wet,high,compacted,low,dark brown,1,0,2,2,2,0,3,5.64
sandy,good,moderate,low,loose,moderate,black/dark,0,0,1,0,0,1,4,6.25
sandy-loam,moderate,dry,low,loose,low,brown,1,1,0,0,0,0,2,6.42
sandy,good,dry,moderate,loose,low,pale/white,0,0,0,1,0,0,0,6.76
loamy,moderate,moderate,high,moderate,moderate,pale/white,2,1,1,2,1,1,0,5.98
clay,good,dry,moderate,loose,moderate,red,5,0,0,1,0,1,5,6.95
sandy,moderate,dry,moderate,loose,moderate,red,0,1,0,1,0,1,5,5.83
clay-loam,moderate,moderate,high,compacted,high,yellow/tan,4,1,1,2,2,2,1,6.8
loamy,good,dry,low,moderate,moderate,dark brown,2,0,0,0,1,1,3,6.49
sandy,moderate,moderate,low,moderate,high,dark brown,0,1,1,0,1,2,3,6.1
clay,poor,moderate,high,moderate,low,yellow/tan,5,2,1,2,1,0,1,6.53
clay,poor,moderate,moderate,moderate,high,black/dark,5,2,1,1,1,2,4,7.03
silty,poor,moderate,low,loose,high,red,3,2,1,0,0,2,5,6.14
sandy-loam,moderate,wet,moderate,loose,high,brown,1,1,2,1,0,2,2,5.88
loamy,moderate,moderate,high,loose,low,brown,2,1,1,2,0,0,2,6.16
sandy,good,wet,moderate,loose,high,dark brown,0,0,2,1,0,2,3,5.88
loamy,good,moderate,moderate,moderate,low,black/dark,2,0,1,1,1,0,4,6.59
clay,poor,dry,moderate,loose,low,dark brown,5,2,0,1,0,0,3,6.99
sandy-loam,moderate,dry,low,moderate,moderate,yellow/tan,1,1,0,0,1,1,1,6.09
clay-loam,good,wet,moderate,compacted,low,pale/white,4,0,2,1,2,0,0,7.16
clay-loam,moderate,moderate,low,moderate,high,brown,4,1,1,0,1,2,2,6.7
sandy-loam,moderate,moderate,low,compacted,high,black/dark,1,1,1,0,2,2,4,5.78
sandy-loam,moderate,moderate,low,compacted,high,brown,1,1,1,0,2,2,2,6.32
loamy,good,wet,low,loose,high,black/dark,2,0,2,0,0,2,4,6.85
sandy,poor,moderate,high,moderate,moderate,black/dark,0,2,1,2,1,1,4,5.56
sandy-loam,poor,wet,moderate,moderate,moderate,brown,1,2,2,1,1,1,2,6.28
silty,moderate,wet,low,moderate,low,dark brown,3,1,2,0,1,0,3,6.46
sandy,good,dry,moderate,moderate,low,pale/white,0,0,0,1,1,0,0,6.53
silty,good,dry,high,loose,low,pale/white,3,0,0,2,0,0,0,6.46
clay,moderate,moderate,low,compacted,high,red,5,1,1,0,2,2,5,7.23
clay-loam,good,wet,moderate,moderate,moderate,brown,4,0,2,1,1,1,2,6.64
sandy-loam,poor,dry,low,compacted,low,dark brown,1,2,0,0,2,0,3,5.59
clay,poor,moderate,moderate,compacted,high,brown,5,2,1,1,2,2,2,6.9
clay-loam,moderate,dry,moderate,compacted,high,dark brown,4,1,0,1,2,2,3,6.83
sandy,moderate,wet,high,moderate,low,red,0,1,2,2,1,0,5,5.46
clay,poor,dry,moderate,loose,moderate,dark brown,5,2,0,1,0,1,3,6.58
loamy,good,moderate,moderate,moderate,moderate,black/dark,2,0,1,1,1,1,4,6.37
sandy,poor,dry,low,compacted,moderate,dark brown,0,2,0,0,2,1,3,5.99
sandy-loam,poor,dry,low,loose,low,pale/white,1,2,0,0,0,0,0,6.06
sandy-loam,moderate,wet,low,moderate,moderate,yellow/tan,1,1,2,0,1,1,1,5.64
sandy,moderate,dry,moderate,compacted,low,dark brown,0,1,0,1,2,0,3,5.27
clay,good,wet,moderate,moderate,low,black/dark,5,0,2,1,1,0,4,7.39
clay-loam,moderate,moderate,low,loose,high,dark brown,4,1,1,0,0,2,3,7.25
sandy,poor,dry,low,moderate,high,black/dark,0,2,0,0,1,2,4,5.97
clay,good,moderate,high,moderate,high,pale/white,5,0,1,2,1,2,0,7.45
sandy,moderate,moderate,high,moderate,high,red,0,1,1,2,1,2,5,5.82
silty,moderate,moderate,low,moderate,moderate,dark brown,3,1,1,0,1,1,3,6.71
loamy,good,dry,high,loose,low,brown,2,0,0,2,0,0,2,6.63
silty,good,moderate,low,compacted,low,brown,3,0,1,0,2,0,2,7.03
sandy,moderate,dry,moderate,compacted,low,dark brown,0,1,0,1,2,0,3,5.96
loamy,poor,wet,low,compacted,moderate,dark brown,2,2,2,0,2,1,3,6.48
clay-loam,good,wet,moderate,loose,low,pale/white,4,0,2,1,0,0,0,7.15
silty,moderate,dry,high,compacted,high,red,3,1,0,2,2,2,5,6.0
sandy,poor,moderate,high,moderate,low,dark brown,0,2,1,2,1,0,3,5.33
sandy,good,wet,moderate,compacted,moderate,yellow/tan,0,0,2,1,2,1,1,6.08
loamy,moderate,dry,low,compacted,high,brown,2,1,0,0,2,2,2,6.46
silty,good,wet,moderate,compacted,high,brown,3,0,2,1,2,2,2,6.61
clay,moderate,dry,low,moderate,moderate,red,5,1,0,0,1,1,5,6.34
sandy-loam,good,moderate,moderate,moderate,high,brown,1,0,1,1,1,2,2,6.3
sandy-loam,poor,wet,low,moderate,moderate,yellow/tan,1,2,2,0,1,1,1,5.69
silty,good,dry,high,loose,moderate,dark brown,3,0,0,2,0,1,3,5.94
clay-loam,moderate,wet,high,loose,low,pale/white,4,1,2,2,0,0,0,6.96
clay,poor,wet,low,moderate,low,brown,5,2,2,0,1,0,2,6.79
clay,good,dry,high,loose,low,red,5,0,0,2,0,0,5,6.56
clay-loam,good,moderate,high,moderate,low,pale/white,4,0,1,2,1,0,0,6.87
loamy,good,dry,moderate,loose,low,pale/white,2,0,0,1,0,0,0,6.62
sandy-loam,good,dry,high,compacted,low,yellow/tan,1,0,0,2,2,0,1,6.12
loamy,moderate,wet,low,moderate,low,yellow/tan,2,1,2,0,1,0,1,7.24
clay,good,wet,low,moderate,high,black/dark,5,0,2,0,1,2,4,7.0
sandy-loam,moderate,moderate,high,compacted,low,brown,1,1,1,2,2,0,2,5.79
sandy,moderate,moderate,moderate,loose,moderate,yellow/tan,0,1,1,1,0,1,1,6.14
loamy,moderate,dry,high,compacted,low,pale/white,2,1,0,2,2,0,0,6.63
sandy,good,wet,high,compacted,high,brown,0,0,2,2,2,2,2,6.17
clay-loam,poor,wet,high,loose,low,yellow/tan,4,2,2,2,0,0,1,6.24
silty,moderate,moderate,high,loose,moderate,red,3,1,1,2,0,1,5,6.64
sandy-loam,poor,moderate,high,moderate,moderate,yellow/tan,1,2,1,2,1,1,1,6.36
silty,good,dry,moderate,compacted,low,brown,3,0,0,1,2,0,2,6.89
clay,poor,moderate,low,compacted,high,dark brown,5,2,1,0,2,2,3,6.9
sandy,moderate,dry,moderate,moderate,low,red,0,1,0,1,1,0,5,5.76
sandy-loam,moderate,moderate,high,loose,low,dark brown,1,1,1,2,0,0,3,5.53
silty,good,dry,low,loose,high,brown,3,0,0,0,0,2,2,7.22
clay-loam,poor,wet,moderate,compacted,high,black/dark,4,2,2,1,2,2,4,6.4
clay,poor,moderate,moderate,compacted,low,red,5,2,1,1,2,0,5,6.7
clay-loam,moderate,moderate,high,moderate,high,yellow/tan,4,1,1,2,1,2,1,6.97
clay-loam,moderate,dry,low,moderate,high,red,4,1,0,0,1,2,5,6.85
sandy,good,wet,low,compacted,high,red,0,0,2,0,2,2,5,5.98
loamy,moderate,wet,high,moderate,high,pale/white,2,1,2,2,1,2,0,6.74
clay,good,moderate,low,loose,moderate,black/dark,5,0,1,0,0,1,4,6.69
sandy-loam,moderate,moderate,low,loose,low,pale/white,1,1,1,0,0,0,0,7.04
clay-loam,moderate,wet,low,compacted,high,brown,4,1,2,0,2,2,2,6.99
sandy-loam,poor,dry,high,loose,moderate,dark brown,1,2,0,2,0,1,3,5.22
sandy,poor,dry,moderate,moderate,moderate,black/dark,0,2,0,1,1,1,4,5.03
clay-loam,good,dry,moderate,moderate,moderate,red,4,0,0,1,1,1,5,6.63
silty,moderate,dry,low,compacted,low,pale/white,3,1,0,0,2,0,0,6.67
silty,poor,dry,high,loose,high,brown,3,2,0,2,0,2,2,6.0
loamy,poor,wet,high,moderate,high,yellow/tan,2,2,2,2,1,2,1,5.64
loamy,good,moderate,moderate,loose,high,black/dark,2,0,1,1,0,2,4,6.51
loamy,moderate,dry,moderate,compacted,moderate,dark brown,2,1,0,1,2,1,3,6.03
sandy-loam,poor,moderate,high,moderate,high,black/dark,1,2,1,2,1,2,4,5.31
sandy,good,moderate,moderate,moderate,low,black/dark,0,0,1,1,1,0,4,5.66
clay,poor,dry,moderate,moderate,high,black/dark,5,2,0,1,1,2,4,6.41
loamy,poor,dry,high,compacted,moderate,pale/white,2,2,0,2,2,1,0,6.71
sandy,poor,moderate,low,compacted,low,dark brown,0,2,1,0,2,0,3,5.5
sandy,moderate,dry,high,moderate,moderate,pale/white,0,1,0,2,1,1,0,6.2
clay,poor,moderate,high,loose,low,pale/white,5,2,1,2,0,0,0,6.67
silty,poor,wet,moderate,moderate,moderate,dark brown,3,2,2,1,1,1,3,6.2
silty,poor,wet,high,moderate,high,red,3,2,2,2,1,2,5,5.81
sandy,moderate,wet,high,moderate,moderate,yellow/tan,0,1,2,2,1,1,1,5.78
clay-loam,moderate,dry,low,moderate,high,red,4,1,0,0,1,2,5,6.49
loamy,poor,dry,moderate,loose,low,brown,2,2,0,1,0,0,2,6.59
loamy,moderate,moderate,low,moderate,high,brown,2,1,1,0,1,2,2,6.6
loamy,poor,moderate,moderate,loose,low,brown,2,2,1,1,0,0,2,6.42
sandy-loam,poor,moderate,high,compacted,moderate,pale/white,1,2,1,2,2,1,0,6.33
sandy-loam,poor,dry,high,compacted,high,pale/white,1,2,0,2,2,2,0,6.24
sandy-loam,poor,dry,low,loose,moderate,dark brown,1,2,0,0,0,1,3,5.82
clay-loam,poor,wet,high,moderate,low,pale/white,4,2,2,2,1,0,0,6.56
sandy-loam,moderate,wet,low,compacted,low,brown,1,1,2,0,2,0,2,6.25
silty,poor,dry,moderate,moderate,moderate,brown,3,2,0,1,1,1,2,6.49
sandy-loam,poor,dry,low,moderate,high,red,1,2,0,0,1,2,5,6.3
silty,good,wet,low,moderate,high,yellow/tan,3,0,2,0,1,2,1,6.72
clay-loam,poor,dry,moderate,loose,high,black/dark,4,2,0,1,0,2,4,6.41
silty,poor,dry,high,moderate,high,black/dark,3,2,0,2,1,2,4,5.88
silty,poor,dry,moderate,moderate,high,yellow/tan,3,2,0,1,1,2,1,6.27
sandy,moderate,dry,high,loose,moderate,dark brown,0,1,0,2,0,1,3,5.35
silty,poor,dry,low,compacted,moderate,yellow/tan,3,2,0,0,2,1,1,6.46
clay,good,dry,high,moderate,low,black/dark,5,0,0,2,1,0,4,6.78
clay,moderate,dry,high,loose,high,pale/white,5,1,0,2,0,2,0,6.9
silty,poor,dry,high,compacted,high,yellow/tan,3,2,0,2,2,2,1,5.88
sandy,moderate,moderate,moderate,compacted,high,yellow/tan,0,1,1,1,2,2,1,5.65
sandy-loam,good,dry,low,compacted,moderate,red,1,0,0,0,2,1,5,5.74
loamy,moderate,wet,moderate,loose,high,black/dark,2,1,2,1,0,2,4,6.45
sandy-loam,poor,wet,high,loose,low,red,1,2,2,2,0,0,5,5.65
silty,poor,moderate,high,moderate,moderate,pale/white,3,2,1,2,1,1,0,6.52
sandy-loam,poor,moderate,low,moderate,low,black/dark,1,2,1,0,1,0,4,5.82
silty,good,dry,high,moderate,moderate,red,3,0,0,2,1,1,5,6.27
loamy,good,dry,low,compacted,low,black/dark,2,0,0,0,2,0,4,6.87
clay-loam,good,moderate,moderate,compacted,high,black/dark,4,0,1,1,2,2,4,7.14
clay,good,wet,low,loose,moderate,dark brown,5,0,2,0,0,1,3,6.64
clay,moderate,wet,moderate,moderate,high,dark brown,5,1,2,1,1,2,3,6.33
silty,poor,dry,low,compacted,moderate,dark brown,3,2,0,0,2,1,3,6.28
sandy,moderate,moderate,low,compacted,high,pale/white,0,1,1,0,2,2,0,6.54
clay,moderate,wet,high,compacted,moderate,red,5,1,2,2,2,1,5,6.24
sandy-loam,good,dry,low,moderate,high,yellow/tan,1,0,0,0,1,2,1,6.65
loamy,poor,dry,high,compacted,low,black/dark,2,2,0,2,2,0,4,5.54
silty,poor,dry,high,moderate,low,red,3,2,0,2,1,0,5,6.41
silty,poor,dry,high,compacted,high,yellow/tan,3,2,0,2,2,2,1,6.28
sandy,moderate,dry,high,moderate,low,brown,0,1,0,2,1,0,2,5.63
loamy,moderate,wet,high,compacted,high,black/dark,2,1,2,2,2,2,4,5.51
sandy-loam,poor,wet,high,moderate,moderate,pale/white,1,2,2,2,1,1,0,6.18
sandy,moderate,wet,low,compacted,low,black/dark,0,1,2,0,2,0,4,6.09
sandy,moderate,moderate,high,compacted,moderate,dark brown,0,1,1,2,2,1,3,5.66
silty,moderate,moderate,high,loose,moderate,dark brown,3,1,1,2,0,1,3,6.2
sandy,good,moderate,moderate,loose,low,brown,0,0,1,1,0,0,2,5.93
sandy-loam,moderate,wet,moderate,compacted,low,black/dark,1,1,2,1,2,0,4,5.97
loamy,moderate,moderate,low,loose,high,red,2,1,1,0,0,2,5,6.66
clay,poor,moderate,low,compacted,moderate,brown,5,2,1,0,2,1,2,6.92
silty,poor,wet,high,compacted,moderate,pale/white,3,2,2,2,2,1,0,6.2
loamy,poor,wet,moderate,loose,high,dark brown,2,2,2,1,0,2,3,5.82
sandy-loam,poor,moderate,low,compacted,high,brown,1,2,1,0,2,2,2,6.05
sandy-loam,moderate,dry,moderate,moderate,moderate,black/dark,1,1,0,1,1,1,4,6.07
loamy,good,dry,moderate,compacted,moderate,black/dark,2,0,0,1,2,1,4,6.08
sandy,moderate,wet,low,moderate,high,brown,0,1,2,0,1,2,2,6.44
clay-loam,poor,dry,low,loose,low,red,4,2,0,0,0,0,5,6.35
sandy-loam,good,dry,moderate,moderate,high,yellow/tan,1,0,0,1,1,2,1,6.0
loamy,poor,dry,low,compacted,low,pale/white,2,2,0,0,2,0,0,6.79
silty,moderate,dry,moderate,loose,moderate,red,3,1,0,1,0,1,5,6.0
clay-loam,good,dry,high,moderate,low,dark brown,4,0,0,2,1,0,3,6.9
sandy,poor,wet,high,loose,low,yellow/tan,0,2,2,2,0,0,1,5.15
sandy-loam,moderate,wet,moderate,compacted,moderate,pale/white,1,1,2,1,2,1,0,6.56
clay-loam,moderate,dry,low,loose,high,brown,4,1,0,0,0,2,2,6.63
clay,poor,dry,high,moderate,moderate,pale/white,5,2,0,2,1,1,0,6.82
sandy-loam,moderate,dry,high,compacted,moderate,dark brown,1,1,0,2,2,1,3,6.12
sandy-loam,poor,moderate,high,loose,low,yellow/tan,1,2,1,2,0,0,1,6.01
silty,moderate,moderate,moderate,compacted,high,yellow/tan,3,1,1,1,2,2,1,6.17
loamy,moderate,wet,low,loose,low,pale/white,2,1,2,0,0,0,0,7.14
sandy,moderate,wet,moderate,loose,moderate,red,0,1,2,1,0,1,5,6.1
sandy-loam,moderate,dry,high,compacted,low,yellow/tan,1,1,0,2,2,0,1,6.21
clay,moderate,wet,high,loose,low,dark brown,5,1,2,2,0,0,3,6.31
sandy,good,wet,high,loose,moderate,yellow/tan,0,0,2,2,0,1,1,5.99
clay-loam,poor,dry,high,loose,moderate,yellow/tan,4,2,0,2,0,1,1,5.7
sandy-loam,good,wet,high,moderate,low,black/dark,1,0,2,2,1,0,4,5.93
clay-loam,poor,wet,low,compacted,high,brown,4,2,2,0,2,2,2,6.38
clay,moderate,dry,high,moderate,moderate,black/dark,5,1,0,2,1,1,4,6.86
sandy-loam,good,wet,high,moderate,low,yellow/tan,1,0,2,2,1,0,1,5.94
clay,good,wet,high,moderate,moderate,red,5,0,2,2,1,1,5,6.39
loamy,moderate,wet,low,compacted,moderate,red,2,1,2,0,2,1,5,6.39
clay,poor,wet,moderate,moderate,high,pale/white,5,2,2,1,1,2,0,6.76
clay,moderate,wet,moderate,loose,high,yellow/tan,5,1,2,1,0,2,1,6.69
clay-loam,moderate,wet,low,moderate,moderate,dark brown,4,1,2,0,1,1,3,6.62
clay,poor,wet,high,moderate,moderate,dark brown,5,2,2,2,1,1,3,6.17
sandy,moderate,wet,low,moderate,low,black/dark,0,1,2,0,1,0,4,5.21
sandy,moderate,wet,moderate,moderate,high,black/dark,0,1,2,1,1,2,4,5.42
sandy,poor,moderate,moderate,loose,high,pale/white,0,2,1,1,0,2,0,5.98
silty,poor,wet,low,compacted,high,black/dark,3,2,2,0,2,2,4,6.36
silty,moderate,moderate,high,compacted,high,black/dark,3,1,1,2,2,2,4,6.14
sandy-loam,poor,moderate,low,loose,high,black/dark,1,2,1,0,0,2,4,6.0
silty,good,moderate,high,moderate,low,red,3,0,1,2,1,0,5,6.24
clay-loam,moderate,wet,high,moderate,low,red,4,1,2,2,1,0,5,6.22
loamy,poor,moderate,high,loose,low,pale/white,2,2,1,2,0,0,0,6.56
clay-loam,moderate,moderate,low,moderate,high,yellow/tan,4,1,1,0,1,2,1,7.19
sandy-loam,poor,moderate,moderate,moderate,low,red,1,2,1,1,1,0,5,5.72
clay-loam,moderate,dry,low,moderate,low,dark brown,4,1,0,0,1,0,3,6.51
sandy,moderate,dry,high,compacted,moderate,yellow/tan,0,1,0,2,2,1,1,6.36
loamy,moderate,dry,low,compacted,moderate,yellow/tan,2,1,0,0,2,1,1,6.96
clay,good,wet,moderate,loose,low,black/dark,5,0,2,1,0,0,4,7.16
clay-loam,good,dry,high,compacted,low,black/dark,4,0,0,2,2,0,4,6.25
clay,good,wet,high,compacted,moderate,brown,5,0,2,2,2,1,2,6.84
sandy,poor,moderate,high,compacted,moderate,pale/white,0,2,1,2,2,1,0,6.01
sandy,poor,dry,moderate,compacted,moderate,pale/white,0,2,0,1,2,1,0,5.82
loamy,poor,moderate,low,moderate,low,brown,2,2,1,0,1,0,2,6.51
clay,poor,moderate,high,loose,moderate,yellow/tan,5,2,1,2,0,1,1,6.77
clay-loam,good,moderate,low,loose,low,pale/white,4,0,1,0,0,0,0,7.4
sandy-loam,poor,moderate,high,loose,high,black/dark,1,2,1,2,0,2,4,5.9
clay,good,dry,moderate,compacted,low,pale/white,5,0,0,1,2,0,0,7.01
clay-loam,good,dry,low,moderate,high,dark brown,4,0,0,0,1,2,3,6.84
sandy,good,dry,high,compacted,low,red,0,0,0,2,2,0,5,5.53
sandy-loam,good,wet,high,moderate,high,red,1,0,2,2,1,2,5,5.58
silty,moderate,wet,high,compacted,high,red,3,1,2,2,2,2,5,5.85
sandy-loam,poor,wet,moderate,loose,low,red,1,2,2,1,0,0,5,5.63
sandy,good,wet,moderate,moderate,moderate,yellow/tan,0,0,2,1,1,1,1,6.19
clay-loam,moderate,dry,moderate,loose,moderate,pale/white,4,1,0,1,0,1,0,6.78
silty,moderate,dry,low,loose,high,black/dark,3,1,0,0,0,2,4,6.51
loamy,good,moderate,low,loose,moderate,red,2,0,1,0,0,1,5,6.34
silty,poor,dry,moderate,loose,low,pale/white,3,2,0,1,0,0,0,6.95
loamy,moderate,wet,high,moderate,moderate,brown,2,1,2,2,1,1,2,6.71
silty,moderate,dry,low,loose,high,black/dark,3,1,0,0,0,2,4,6.35
sandy-loam,poor,moderate,low,compacted,high,dark brown,1,2,1,0,2,2,3,5.28
clay-loam,moderate,dry,low,compacted,high,pale/white,4,1,0,0,2,2,0,6.95
sandy,moderate,wet,low,compacted,moderate,dark brown,0,1,2,0,2,1,3,6.26
sandy-loam,poor,dry,high,moderate,high,pale/white,1,2,0,2,1,2,0,6.15
clay-loam,moderate,wet,high,moderate,moderate,pale/white,4,1,2,2,1,1,0,6.63
sandy-loam,good,dry,moderate,loose,low,yellow/tan,1,0,0,1,0,0,1,6.51
sandy,good,moderate,low,compacted,moderate,black/dark,0,0,1,0,2,1,4,6.25
sandy,good,moderate,moderate,moderate,high,pale/white,0,0,1,1,1,2,0,6.34
clay-loam,poor,wet,moderate,loose,low,yellow/tan,4,2,2,1,0,0,1,6.66
